uniqueID,drugName,condition,review,rating,date,usefulCount,label
146897,Alprazolam,Anxiety,"""I started out Valium for about 20 years 10 mg x 4 a day. Used for anxiety and sleep. It worked was a comfort to know most of the time used 2 per day so I always had extra. I think knowing I had extras help almost as much. Then Dr changed prescription to alprazolam 2 mg tablets 4 times a day, some heavy difference, at first it worked well . In the beginning I felt it 30 minutes after I took it and only needed 2 per day, now I&#039;m at 4 per day that&#039;s 8 mgs and I don&#039;t feel it , I don&#039;t know about withdrawals but I hear it&#039;s pretty hard to get off and I&#039;ve been on them for 30 years. Not sure what to expect but think I would feel more alert and energetic too""",8,26-Feb-16,18,1
127026,Metoclopramide,Nausea/Vomiting,"""I&#039;ve been suffering from nausea/vomiting due to my pregnancy. At the Emergency Hospital I was prescribed to take Reglan 10mg.  Bought the medicine and afraid to take it, took me two weeks to finally try them due to horrible reviews I read online. This medicine stopped my vomiting and to my surprise never had any side effect on me.""",10,12-Jan-15,36,1
49946,Gabapentin,Hot Flashes,"""Was prescribed gabapentin for back pain but noticed very quickly that my night sweats and hot flashes greatly diminished after starting this medication. I also sleep better and don&#039;t wake up as often. This has been a blessing due to the fact that I am unable to take any medication normally prescribed for menopausal symptoms due to having thrombosis years ago. :)""",9,5-Feb-16,28,1
167206,Levonorgestrel,Birth Control,"""I read so many reviews about how painful insertion would be, and I got myself really worked up and was very nervous when I went to see my doctor. I&#039;m happy to say that is wasn&#039;t in the littlest bit painful. I am 26 and do not children. Granted I have really bad cramps when I get my period, which is part of the reason I needed birth control. But there was no pain, no pinch, nothing. I felt like I was having a MILD period cramp, for about 30 seconds, and then I felt completely fine. No cramping or pain at all afterwards. I took 800mg of ibuprofen about 30 minutes before, and I think that helped a lot. I would rate it about 2/10 on a pain scale, and the &quot;pain&quot; is pressure and mild cramping""",10,23-Apr-16,5,1
195031,Nonoxynol 9,Birth Control,"""I have a 44 year old daughter that is proof that Delfen Foam is not effective.""",1,25-May-16,2,0
26710,Sprintec,Birth Control,"""I&#039;ve been on this birth control for a month and a half. It&#039;s the first time I&#039;ve been on the pill. I&#039;m someone who usually gets sick easily so I was expecting to have every negative symptom imaginable after starting this birth control. The first week I only noticed that I felt nauseous and after that my body got used to it. Negative effects that I had were uncomfortable cramping the week before and after I took the inactive pills, a period that lasted 8 1/2 days, and bad clotting during my period. I&#039;ve actually lost about ten pounds since taking this pill. I&#039;m not sure if this is related or not, but I&#039;ve been a little restless during sleep and have mild headaches more often. There hasn&#039;t been any change in my sex drive at all.""",8,13-Sep-10,0,1
205053,Toradol,Pain,"""I was given Toradol for a severe pinched nerve in my back. I was groggy for a full 24 hours but had full range of motion. If given this medication, plan on doing nothing for 24 hours.""",10,19-Mar-09,13,1
56198,Humira,Psoriasis,"""I&#039;ve had moderate plaque psoriasis for 20 years and have done every topical steroid under the sun, which usually worked about 25-50% in the short term but then lost effectiveness.  UV light was about 50% effective but did nothing for my scalp, which is always bad and very itchy.  I resisted Humira for nearly 2 yrs  because of fear of side effects and greater risk of infection.  I have had three shots now and am probably 85% clear.  You can see slightly discolored areas of skin but there are no more plaques.  I noticed some improvement honestly within 3 days of my first double shot.  I haven&#039;t noticed any side effects yet and hope my luck holds and I hope I can continue to afford it, because the cost after 2 months is going up.""",10,20-Apr-17,21,1
156473,Amethia,Birth Control,"""I am new to birth control. I first took it when I was 19 and turn 20 shortly after. My first three months were hell. My nausea was terrible that I could not eat anything, engage in sexual activities without the urge of vomiting and be dizzy. My period was very off. My body was almost on a whole month of just my menstrual cycle. It was nasty. HOWEVER, I decided to stay on it because those side effects are normal. On my second pack (4-6 months) my ACNE CLEARED UP!!! Since I had gone through puberty at 11,and had acne since then and now my skin is like a baby again. My period is officially 2 weeks long (I begin spotting and gradually have a heavier flow). I have gained about 17 pounds but I think that&#039;s because I stopped exercising rigorously since graduating high school.""",8,12-May-15,2,1
217609,Clarithromycin,Upper Respiratory Tract Infection,"""Caused very bad stomach cramps.""",1,6-Aug-10,16,0
100483,Desogestrel / ethinyl estradiol,Birth Control,"""I&#039;ve been on OrthoCept for almost 4 months now and I haven&#039;t had any problems. The only side effects are tender breasts, changes in weight but not bad only when I get lazy and occasional dizziness. I think it&#039;s pretty good""",9,26-Jul-13,0,1
44840,Axert,Migraine,"""My migraines seem to have increased in intensity.""",1,6-Dec-12,6,0
67640,Plan B,Emergency Contraception,"""I was in the same spot you are at this exact moment about 2 weeks ago . Just know everything is going to be okay &amp; Plan B does work ! 
I have an irregular period which made tracking the effectiveness really complicated . I was supposed to get my period close to the day me and my BF had sex  . I think I was already a few days late , which is normal for me since I&#039;m always late.One thing led to the other &amp; somehow the condom managed to stay inside of me.So my BF took the condom out &amp; obviously I panicked right away because something like this had never happened . The next morning my BF got me the pill . My period didn&#039;t come until about a week and a half after taking the pill . Mind you I was already late when we had intercourse . You are ok!""",8,18-Apr-17,4,1
154375,Reglan,Migraine,"""I was given this in an IV (along with Benadryl) in the ER when I had a horrible migraine. The nurse said it would make me tired when she gave it to me at 4 pm. Well I was tired for about 3 min. then the &quot;fun&quot; began. Like the other poster, I started to feel extremely anxious. I kept tossing and turning in the bed because I felt like I wanted to crawl out of my skin. I had to wait for 2 IV bags to finish before they would let me leave. When I got home I was exhausted but at the same time could not sit still to save my life. I had that &quot;wanting to crawl out of my skin&quot; feeling all night as I paced the house exhausted. I was finally able to fall asleep at 5 am. The next day I was really shaky and still a little bit anxious. """,1,24-Nov-09,39,0
188836,Prevacid,GERD,"""I have tried this in the past and it works so much better then others I have tried.  Now when I do use it I can eat my lemons LOL""",10,8-Feb-16,13,1
201391,Zoloft,Premenstrual Dysphoric Disorde,"""Since I&#039;m on Zoloft I am calm and lovely person every day of every month. Before I was put on Zoloft every two weeks It was living hell for me and others around me  with my mood changes. I was fighting with everybody, crying. I was depressed and miserable.""",10,17-Apr-15,69,1
100931,Orlistat,Obesity,"""I have used Alli and was very happy.  It absolutely will help you lose weight. If you are planning on not adjusting your diet, it is not for you.  Since it inhibits fat from being absorbed, fat goes right through you and could definitely be embarrassing (if you know what I mean).  If you lower the fat in your diet, it will do wonders and the disgusting side effects will be minimal to non-existent.""",10,8-Aug-13,159,1
214562,Escitalopram,Depression,"""I have been on lexapro for about 6 months. I started on 5mg then 10mg then 15mg which is what I am on now.  For the first few weeks it lowered my mood but now I am a whole new person and it was completely worth it.  I am so focused on work, enjoy socializing so much more now, appreciate music, it has really lifted my mood from a 4/10 to a 10/10. I still have bad days every now and then but nothing compared to before.  My social anxiety has also almost completely gone and people at work comment on how confident I am. I started my job after about 6 weeks of taking it so they never knew me before.  I think its really good how it has made me so focused and goal motivated too at work and in life, I am really happy I started this medication.""",10,17-Oct-17,31,1
